id,address,occur,death_injury,death,s_injury,l_injury,lot,lat,year
212,충청북도 청주시 상당구 용암동(용암공원 부근),3,3,0,1,2,127.501801850876,36.610565744215,2018
213,충청북도 청주시 서원구 개신동(개신동우체국 부근),3,5,0,2,3,127.44626242827,36.620744549023,2018
214,충청북도 청주시 청원구 주성동(우보빌딩입구 부근),4,5,0,2,3,127.49744845948,36.671141293837,2018
215,충청북도 청주시 청원구 율량동(청주여고 부근),3,3,0,1,2,127.489816523015,36.668842079,2018
216,충청북도 청주시 흥덕구 가경동(해온빌딩 부근),3,3,0,1,2,127.429734799223,36.622047726023,2018
217,충청북도 충주시 용산동(충주농협 용산지점 부근),3,3,0,0,3,127.940352334594,36.9617348298,2018
218,충청남도 천안시 서북구 성정동(천안서초교 부근),4,4,0,2,2,127.139191377981,36.823861885718,2018
219,전라북도 전주시 덕진구 송천동1가(송천현대아이파크6단지 부근),3,4,0,0,4,127.13099668445,35.862590723084,2018
220,전라남도 강진군 강진읍(강진중앙초교 부근),3,3,0,1,2,126.766967782838,34.637237871132,2018
221,전라남도 목포시 연산동(목포연산초교 부근),3,3,0,0,3,126.380313729096,34.811718847748,2018
222,전라남도 순천시 해룡면(신대중흥S클래스메가타운아파트후문 부근),3,3,0,1,2,127.545629241497,34.935669276617,2018
223,전라남도 여수시 신기동(시전삼거리 부근),3,3,0,2,1,127.674124027403,34.761393346327,2018
224,전라남도 진도군 진도읍(무진빌딩 부근),3,4,0,0,4,126.26606508124,34.483288740584,2018
225,경상북도 구미시 구평동(부영홈마트 부근),3,3,0,2,1,128.435537546821,36.091767519556,2018
226,경상북도 구미시 인의동(우리홀푸드마트 부근),3,3,0,1,2,128.424259747091,36.106250244054,2018
227,경상북도 포항시 남구 대도동(상대초교 부근),3,3,0,2,1,129.361154748794,36.022011393712,2018
228,제주특별자치도 제주시 이도이동(이도초교 부근),4,4,0,1,3,126.533996532615,33.488629389036,2018
229,제주특별자치도 제주시 연동(한라초교 부근),3,3,0,1,2,126.487356315343,33.47819994857,2018
230,제주특별자치도 제주시 화북일동(삼화초교 인근),3,3,0,1,2,126.576084080417,33.514934619138,2018
231,제주특별자치도 제주시 노형동(월랑초교 부근),3,3,0,0,3,126.478216294048,33.491519059158,2018
232,서울특별시 강남구 도곡동(언주초교 부근),3,3,0,1,2,127.037893303934,37.486708581137,2019
233,서울특별시 강남구 역삼동(상지리츠빌1차 부근),3,4,0,0,4,127.045975123554,37.496469538439,2019
234,서울특별시 강북구 미아동(삼양시장오거리 부근),4,5,0,1,4,127.018489231994,37.625361789616,2019
235,서울특별시 노원구 상계동(홍파복지원앞사거리 부근),3,4,0,1,2,127.055620345304,37.680089771926,2019
236,서울특별시 노원구 중계동(중계그린아파트107동 부근),3,3,0,0,1,127.064001859499,37.642807276635,2019
237,서울특별시 서대문구 북가좌동(북가좌초교사거리 부근),3,3,0,1,2,126.909592837241,37.578056686468,2019
238,서울특별시 서초구 우면동(서초네이처힐 3단지 314동 부근),3,3,0,1,2,127.026947684989,37.462779155734,2019
239,서울특별시 서초구 방배동(방배초교입구사거리 부근),3,3,0,0,3,126.98613533358,37.486992605925,2019
240,서울특별시 송파구 방이동(방이초교 부근),4,4,0,1,2,127.120659888544,37.512218815047,2019
241,서울특별시 송파구 송파동(중대초교 부근),3,3,0,1,2,127.114239825409,37.5009626593,2019
242,서울특별시 양천구 신정동(수정아파트102동 부근),3,3,0,1,2,126.842230155398,37.512535978953,2019
243,부산광역시 동래구 낙민동(스펀지유치원 부근),3,3,0,0,2,129.096083828607,35.194318265776,2019
244,부산광역시 부산진구 당감동(당감초교 부근),3,3,0,1,2,129.040801902587,35.163392031218,2019
245,부산광역시 사상구 덕포동(모덕초교 부근),3,3,0,2,1,128.990453279596,35.181509379255,2019
246,부산광역시 사하구 장림동(은항교회 부근),3,3,0,2,1,128.977147858488,35.079982907986,2019
247,대구광역시 남구 봉덕동(봉덕초교 부근),4,4,0,2,2,128.598387532959,35.839775950701,2019
248,대구광역시 북구 동천동(함지초교 부근),6,6,0,2,3,128.557644939264,35.933779393405,2019
249,대구광역시 북구 동천동(영남네오빌아트103동 부근),3,3,0,0,3,128.560173916494,35.940643275568,2019
