id,address,occur,death_injury,death,s_injury,l_injury,lot,lat,year
181,경기도 수원시 영통구 망포동(동수원IC남측본선 부근),4,7,0,1,5,127.047605875911,37.301261135694,2019
182,경기도 수원시 팔달구 매산로1가(수원역남단교차로 부근),4,4,0,0,4,127.0010793941,37.266046105344,2019
183,경기도 안산시 단원구 고잔동(중앙역사거리 부근),4,6,0,1,5,126.836897526401,37.316700280195,2019
184,경기도 안산시 단원구 와동(화랑초교사거리 부근),4,8,0,0,7,126.817556014,37.33142696918,2019
185,경기도 안산시 상록구 부곡동(안산JC서측영동선본선 부근),4,17,0,1,12,126.854982319879,37.345820981854,2019
186,경기도 안성시 공도읍(안성IC남측본선 부근),4,24,0,9,15,127.15564730498,36.990528026248,2019
187,경기도 오산시 원동(오산IC남측본선 부근),4,9,0,3,4,127.085303422716,37.14082332104,2019
188,경기도 용인시 기흥구 보라동(상갈신도시주유소앞 부근),6,10,0,0,8,127.103722781083,37.2598855218,2019
189,경기도 용인시 기흥구 공세동(만도중앙연구소앞 부근),4,28,0,6,11,127.104950486976,37.227560911608,2019
190,경기도 용인시 기흥구 보정동(평가선교원앞 부근),4,16,0,4,12,127.103981149112,37.252108220719,2019
191,경기도 용인시 기흥구 상갈동(수원IC북측본선 부근),4,11,0,3,8,127.103646325219,37.267804037128,2019
192,경기도 용인시 처인구 김량장동(용인중교앞 부근),4,6,0,2,4,127.203426329263,37.23661009598,2019
193,경기도 의왕시 내손동(계원조형예술전문대학 부근),4,6,0,1,4,126.982223181955,37.381044810271,2019
194,경기도 파주시 법원읍(현대당구클럽 부근),4,10,0,1,8,126.8729963538,37.849273524954,2019
195,경기도 평택시 월곡동(안성JC남측경부선본선 부근),6,18,0,2,11,127.141571853759,37.025335911024,2019
196,경기도 포천시 소흘읍(부인터사거리 부근),6,9,0,1,7,127.131939058842,37.8054642179,2019
197,경기도 하남시 상산곡동(천현교 부근),4,7,0,2,5,127.221668262182,37.51763877541,2019
198,경기도 화성시 향남읍(제암삼거리 부근),4,4,0,3,1,126.905223501764,37.125543812498,2019
199,경기도 화성시 동탄면(동탄4동1 부근),4,15,0,1,13,127.094514951805,37.199645207961,2019
200,경기도 화성시 팔탄면(한국도로공사 화성지사 부근),4,11,0,1,9,126.883980498802,37.118647712123,2019
201,강원도 강릉시 성산면(강릉요금소 부근),4,7,0,3,4,128.84702211428,37.746595310826,2019
202,강원도 원주시 단계동(발리이용원 부근),4,8,0,1,7,127.932338626028,37.343800435443,2019
203,강원도 철원군 갈말읍(6.25참전기념비 부근),4,10,0,1,9,127.307529435536,38.184432561115,2019
204,강원도 평창군 봉평면(국립횡성 숲체원 인근),4,14,0,1,13,128.29216451728,37.532823257988,2019
205,충청북도 진천군 문백면(백곡천교 부근),4,14,0,1,13,127.494011072554,36.837940266931,2019
206,충청남도 천안시 동남구 신부동(천안IC 부근),4,8,0,3,5,127.166947190262,36.826425578579,2019
207,전라남도 영광군 영광읍(만곡사거리 부근),4,8,0,1,7,126.458640829312,35.284861709901,2019
208,경상북도 경산시 중산동(중산삼거리 부근),4,8,0,2,6,128.722414842172,35.835032863277,2019
209,경상북도 경산시 하양읍(경동정보대2 부근),4,5,0,0,5,128.803782328093,35.900792411841,2019
210,경상북도 고령군 성산면(기족리노인회관 부근),4,19,2,8,9,128.343187595832,35.749269653073,2019
211,경상남도 거창군 거창읍(거창IC입구서측 부근),4,5,0,1,4,127.926525286014,35.676938985846,2019
212,경상남도 함안군 칠원읍(신동세창종합식품기계 부근),4,16,0,5,11,128.541280939165,35.288198494166,2019
213,제주특별자치도 서귀포시 서홍동(한남투자 부근),9,15,0,6,6,126.561279356358,33.252511138479,2019
214,제주특별자치도 제주시 일도이동(인제사거리 부근),9,15,0,4,10,126.540512194583,33.507146735734,2019
215,제주특별자치도 제주시 노형동(노형오거리 부근),8,12,0,5,6,126.479669266624,33.486029377954,2019
216,제주특별자치도 제주시 용담이동(공항입구1 부근),8,12,0,4,5,126.49658213286,33.505524302106,2019
217,제주특별자치도 제주시 연동(코레스코호텔 부근),8,10,0,2,7,126.489862154816,33.482338383111,2019
218,제주특별자치도 제주시 용담이동(먹돌새기 부근),7,14,0,5,8,126.508501928023,33.506024330559,2019
219,제주특별자치도 제주시 용담이동(용문로타리서측 부근),7,9,0,4,4,126.510770216074,33.508968264874,2019
220,제주특별자치도 제주시 이도이동(구간전사거리 부근),7,8,0,4,4,126.530358461975,33.498369619663,2019
221,제주특별자치도 제주시 이도일동(중앙로1 부근),7,10,0,2,8,126.524399427293,33.511273408942,2019
222,서울특별시 강동구 상일동(상일IC남측외곽순환선 인근),5,11,0,0,9,127.182431147081,37.542646234337,2019
223,서울특별시 서초구 원지동(양재IC2 부근),4,13,0,2,6,127.041891499994,37.461756395442,2019
224,경기도 구리시 토평동(구리TG 부근),5,6,0,1,5,127.157831768123,37.589961610441,2019
225,경기도 김포시 고촌읍(신곡리9525 부근),4,9,0,0,9,126.767781117106,37.593556541502,2019
226,경기도 남양주시 진건읍(지용교차로진관교 부근),6,15,0,3,12,127.172029255547,37.658531086242,2019
227,경기도 남양주시 와부읍(남양주TG 부근),6,23,0,0,23,127.241987745939,37.597683813658,2019
228,경기도 남양주시 평내동(샤르망메디칼프라자앞 부근),5,5,1,4,0,127.243539548612,37.653804942045,2019
229,경기도 남양주시 호평동(대성가구전시장앞 부근),5,10,0,4,6,127.243757454344,37.656374235883,2019
230,경기도 남양주시 오남읍(GS25 (오남점) 부근),5,9,0,2,7,127.212724912726,37.689453931255,2019
231,경기도 남양주시 금곡동(우리마트앞 부근),5,5,0,2,3,127.20723748882,37.63404414772,2019
232,경기도 성남시 분당구 금곡동(정자지하차도 부근),8,37,0,6,28,127.103440840923,37.360655459982,2019
233,경기도 성남시 분당구 삼평동(금토교 인근),6,10,0,1,7,127.094651521951,37.405846024975,2019
234,경기도 성남시 분당구 삼평동(판교JC남측경부선본선 부근),4,6,1,0,5,127.098092984605,37.402091825778,2019
235,경기도 성남시 분당구 궁내동(정자지하차도앞 부근),4,9,0,3,4,127.103830554937,37.366001959224,2019
236,경기도 수원시 권선구 서둔동(수원고가도로교앞 부근),4,4,0,0,4,126.995956365595,37.261373215402,2019
237,경기도 수원시 영통구 이의동(동수원IC동측본선 부근),4,5,0,2,3,127.051454350139,37.299229629245,2019
238,경기도 수원시 장안구 하광교동(동수원IC남측본선 부근),4,10,0,1,3,127.047605875911,37.301261135694,2019
239,경기도 수원시 팔달구 매산로1가(육교사거리 부근),4,16,0,2,12,126.998651372064,37.269929865372,2019
240,경기도 수원시 팔달구 매산로1가(수원역북단교차로 부근),4,4,0,1,3,127.000451604359,37.267179213351,2019
241,경기도 수원시 팔달구 매산로1가(수원역남단교차로 부근),4,4,0,0,4,127.001308044032,37.265578344566,2019
242,경기도 안산시 단원구 고잔동(중앙역사거리 부근),5,7,1,1,4,126.836897526401,37.316700280195,2019
243,경기도 안산시 단원구 초지동(화랑초교사거리 부근),5,9,0,0,8,126.817556014,37.33142696918,2019
244,경기도 안산시 상록구 부곡동(안산JC서측영동선본선 부근),4,17,0,1,12,126.854982319879,37.345820981854,2019
245,경기도 안성시 공도읍(안성JC남측경부선본선 부근),5,19,0,0,17,127.141193292238,37.026703144036,2019
246,경기도 여주시 가남읍(여주휴게소 인근),4,5,0,1,4,127.569529519873,37.239575120297,2019
247,경기도 용인시 기흥구 고매동(현대자동차앞 부근),5,15,0,1,13,127.103729294872,37.254121103107,2019
248,경기도 용인시 기흥구 보정동(평가선교원앞 부근),4,16,0,4,12,127.103981149112,37.252108220719,2019
249,경기도 용인시 기흥구 보라동(상갈신도시주유소앞 부근),4,4,0,0,2,127.10390036571,37.260215126028,2019
